TAA_ID,TAA_DATE,TAA_SHIFT,TAA_WKNO,TAA_CHE_TYPE,TAA_MOVE_KIND,TAA_AGV_ID,TAA_DRIVER,TAA_DRIVENAME,TAA_CNTRID,TAA_AGO_GROUP_ID,TAA_CSIZECD,TAA_CSTATUSCD,TAA_DNGCD,TAA_OVLMTCD,TAA_CTYPECD,TAA_SETTMPT,TAA_WK_STTIME,TAA_WK_EDTIME,TAA_FREE1_ARRTIME,TAA_FREE1_EDTIME,TAA_FREE2_ARRTIME,TAA_FREE2_EDTIME,TAA_FULL1_ARRTIME,TAA_FULL1_EDTIME,TAA_FULL2_ARRTIME,TAA_FULL2_EDTIME,TAA_CONTRACTOR,TAA_VOY_ID,TAA_CNL_WAIT_SECONDS,TAA_CNL_AGO_ID,TAA_PRIOR_EDTIME,TAA_VALIDFG,TAA_WI_ID,TAA_ORC_ID,TAA_CNTRNO,TAA_CREATEUSER,TAA_FREE_PB_ARRTIME,TAA_FREE_PB_EDTIME,TAA_FULL_PB_ARRTIME,TAA_FULL_PB_EDTIME,TAA_FREE1_ST_TP_ID,TAA_FREE1_ED_TP_ID,TAA_FREE2_ST_TP_ID,TAA_FREE2_ED_TP_ID,TAA_FULL1_ST_TP_ID,TAA_FULL1_ED_TP_ID,TAA_FULL2_ST_TP_ID,TAA_FULL2_ED_TP_ID,TAA_FREE_PB_ID,TAA_FULL_PB_ID,TAA_MILEAGE,TAA_CREATEDT
"TAA-20260910-000057","2026-09-10",2,"W01","AGV","IMPORT","AGV-057","SIM","Simulation AGV","CNTR-0000057","AGO-G-28","40","FULL","N","N","40HQ","","2026-09-10 00:11:12","2026-09-10 00:38:12","2026-09-10 00:11:12","2026-09-10 00:11:22","2026-09-10 00:28:15","2026-09-10 00:28:25","2026-09-10 00:18:25","2026-09-10 00:18:43","2026-09-10 00:21:22","2026-09-10 00:21:42","SYNTHETIC","VOY-003",12,"AGO-000057","2026-09-10 00:14:12","Y","WI-0000057","ORC-0000057","SYN0000057","SIMULATOR","2026-09-10 00:11:17","2026-09-10 00:11:20","2026-09-10 00:18:17","2026-09-10 00:18:22","TP-F1-S-57","TP-F1-E-57","TP-F2-S-57","TP-F2-E-57","TP-L1-S-57","TP-L1-E-57","TP-L2-S-57","TP-L2-E-57","PB-FREE-09","PB-FULL-09",9399.9,"2026-09-10 00:00:00"
"TAA-20260910-000058","2026-09-10",2,"W02","AGV","EXPORT","AGV-058","SIM","Simulation AGV","CNTR-0000058","AGO-G-29","20","FULL","N","N","20GP","","2026-09-10 00:11:24","2026-09-10 00:32:41","2026-09-10 00:11:24","2026-09-10 00:11:34","2026-09-10 00:24:47","2026-09-10 00:24:57","2026-09-10 00:17:04","2026-09-10 00:17:22","2026-09-10 00:19:27","2026-09-10 00:19:47","SYNTHETIC","VOY-004",13,"AGO-000058","2026-09-10 00:14:24","Y","WI-0000058","ORC-0000058","SYN0000058","SIMULATOR","2026-09-10 00:11:29","2026-09-10 00:11:32","2026-09-10 00:16:56","2026-09-10 00:17:01","TP-F1-S-58","TP-F1-E-58","TP-F2-S-58","TP-F2-E-58","TP-L1-S-58","TP-L1-E-58","TP-L2-S-58","TP-L2-E-58","PB-FREE-10","PB-FULL-10",7289.1,"2026-09-10 00:00:00"
"TAA-20260910-000059","2026-09-10",2,"W03","AGV","IMPORT","AGV-059","SIM","Simulation AGV","CNTR-0000059","AGO-G-01","40","FULL","N","N","40HQ","","2026-09-10 00:11:36","2026-09-10 00:38:21","2026-09-10 00:11:36","2026-09-10 00:11:46","2026-09-10 00:23:26","2026-09-10 00:23:36","2026-09-10 00:17:16","2026-09-10 00:17:34","2026-09-10 00:19:39","2026-09-10 00:19:59","SYNTHETIC","VOY-005",14,"AGO-000059","2026-09-10 00:14:36","Y","WI-0000059","ORC-0000059","SYN0000059","SIMULATOR","2026-09-10 00:11:41","2026-09-10 00:11:44","2026-09-10 00:17:08","2026-09-10 00:17:13","TP-F1-S-59","TP-F1-E-59","TP-F2-S-59","TP-F2-E-59","TP-L1-S-59","TP-L1-E-59","TP-L2-S-59","TP-L2-E-59","PB-FREE-11","PB-FULL-11",9579.4,"2026-09-10 00:00:00"
"TAA-20260910-000060","2026-09-10",2,"W04","AGV","EXPORT","AGV-060","SIM","Simulation AGV","CNTR-0000060","AGO-G-02","40","FULL","N","N","40HQ","","2026-09-10 00:11:48","2026-09-10 00:38:56","2026-09-10 00:11:48","2026-09-10 00:11:58","2026-09-10 00:23:30","2026-09-10 00:23:40","2026-09-10 00:18:30","2026-09-10 00:18:48","2026-09-10 00:21:15","2026-09-10 00:21:35","SYNTHETIC","VOY-006",15,"AGO-000060","2026-09-10 00:14:48","Y","WI-0000060","ORC-0000060","SYN0000060","SIMULATOR","2026-09-10 00:11:53","2026-09-10 00:11:56","2026-09-10 00:18:22","2026-09-10 00:18:27","TP-F1-S-60","TP-F1-E-60","TP-F2-S-60","TP-F2-E-60","TP-L1-S-60","TP-L1-E-60","TP-L2-S-60","TP-L2-E-60","PB-FREE-12","PB-FULL-12",9756.9,"2026-09-10 00:00:00"
"TAA-20260910-000061","2026-09-10",2,"W05","AGV","IMPORT","AGV-061","SIM","Simulation AGV","CNTR-0000061","AGO-G-03","20","FULL","N","N","20GP","","2026-09-10 00:12:00","2026-09-10 00:38:30","2026-09-10 00:12:00","2026-09-10 00:12:10","2026-09-10 00:22:54","2026-09-10 00:23:04","2026-09-10 00:13:37","2026-09-10 00:13:55","2026-09-10 00:14:31","2026-09-10 00:14:51","SYNTHETIC","VOY-007",4,"AGO-000061","2026-09-10 00:15:00","Y","WI-0000061","ORC-0000061","SYN0000061","SIMULATOR","2026-09-10 00:12:05","2026-09-10 00:12:08","2026-09-10 00:13:29","2026-09-10 00:13:34","TP-F1-S-61","TP-F1-E-61","TP-F2-S-61","TP-F2-E-61","TP-L1-S-61","TP-L1-E-61","TP-L2-S-61","TP-L2-E-61","PB-FREE-01","PB-FULL-01",9135.9,"2026-09-10 00:00:00"
"TAA-20260910-000062","2026-09-10",2,"W06","AGV","EXPORT","AGV-062","SIM","Simulation AGV","CNTR-0000062","AGO-G-04","40","FULL","N","N","40HQ","","2026-09-10 00:12:12","2026-09-10 00:38:00","2026-09-10 00:12:12","2026-09-10 00:12:22","2026-09-10 00:23:13","2026-09-10 00:23:23","2026-09-10 00:15:02","2026-09-10 00:15:20","2026-09-10 00:16:23","2026-09-10 00:16:43","SYNTHETIC","VOY-008",5,"AGO-000062","2026-09-10 00:15:12","Y","WI-0000062","ORC-0000062","SYN0000062","SIMULATOR","2026-09-10 00:12:17","2026-09-10 00:12:20","2026-09-10 00:14:54","2026-09-10 00:14:59","TP-F1-S-62","TP-F1-E-62","TP-F2-S-62","TP-F2-E-62","TP-L1-S-62","TP-L1-E-62","TP-L2-S-62","TP-L2-E-62","PB-FREE-02","PB-FULL-02",9016.8,"2026-09-10 00:00:00"
"TAA-20260910-000063","2026-09-10",2,"W07","AGV","IMPORT","AGV-063","SIM","Simulation AGV","CNTR-0000063","AGO-G-05","40","FULL","N","N","40HQ","","2026-09-10 00:12:24","2026-09-10 00:38:54","2026-09-10 00:12:24","2026-09-10 00:12:34","2026-09-10 00:23:22","2026-09-10 00:23:32","2026-09-10 00:16:05","2026-09-10 00:16:23","2026-09-10 00:17:45","2026-09-10 00:18:05","SYNTHETIC","VOY-009",6,"AGO-000063","2026-09-10 00:15:24","Y","WI-0000063","ORC-0000063","SYN0000063","SIMULATOR","2026-09-10 00:12:29","2026-09-10 00:12:32","2026-09-10 00:15:57","2026-09-10 00:16:02","TP-F1-S-63","TP-F1-E-63","TP-F2-S-63","TP-F2-E-63","TP-L1-S-63","TP-L1-E-63","TP-L2-S-63","TP-L2-E-63","PB-FREE-03","PB-FULL-03",9280.1,"2026-09-10 00:00:00"
"TAA-20260910-000064","2026-09-10",2,"W08","AGV","EXPORT","AGV-064","SIM","Simulation AGV","CNTR-0000064","AGO-G-06","20","FULL","N","N","20GP","","2026-09-10 00:12:36","2026-09-10 00:39:26","2026-09-10 00:12:36","2026-09-10 00:12:46","2026-09-10 00:24:05","2026-09-10 00:24:15","2026-09-10 00:17:19","2026-09-10 00:17:37","2026-09-10 00:19:22","2026-09-10 00:19:42","SYNTHETIC","VOY-010",7,"AGO-000064","2026-09-10 00:15:36","Y","WI-0000064","ORC-0000064","SYN0000064","SIMULATOR","2026-09-10 00:12:41","2026-09-10 00:12:44","2026-09-10 00:17:11","2026-09-10 00:17:16","TP-F1-S-64","TP-F1-E-64","TP-F2-S-64","TP-F2-E-64","TP-L1-S-64","TP-L1-E-64","TP-L2-S-64","TP-L2-E-64","PB-FREE-04","PB-FULL-04",9350.9,"2026-09-10 00:00:00"
"TAA-20260910-000065","2026-09-10",2,"W01","AGV","IMPORT","AGV-065","SIM","Simulation AGV","CNTR-0000065","AGO-G-07","40","FULL","N","N","40HQ","","2026-09-10 00:12:48","2026-09-10 00:41:30","2026-09-10 00:12:48","2026-09-10 00:12:58","2026-09-10 00:25:26","2026-09-10 00:25:36","2026-09-10 00:15:22","2026-09-10 00:15:40","2026-09-10 00:16:36","2026-09-10 00:16:56","SYNTHETIC","VOY-011",8,"AGO-000065","2026-09-10 00:15:48","Y","WI-0000065","ORC-0000065","SYN0000065","SIMULATOR","2026-09-10 00:12:53","2026-09-10 00:12:56","2026-09-10 00:15:14","2026-09-10 00:15:19","TP-F1-S-65","TP-F1-E-65","TP-F2-S-65","TP-F2-E-65","TP-L1-S-65","TP-L1-E-65","TP-L2-S-65","TP-L2-E-65","PB-FREE-05","PB-FULL-05",9868.3,"2026-09-10 00:00:00"
"TAA-20260910-000066","2026-09-10",2,"W02","AGV","EXPORT","AGV-066","SIM","Simulation AGV","CNTR-0000066","AGO-G-08","40","FULL","N","N","40HQ","","2026-09-10 00:13:00","2026-09-10 00:39:14","2026-09-10 00:13:00","2026-09-10 00:13:10","2026-09-10 00:24:18","2026-09-10 00:24:28","2026-09-10 00:16:09","2026-09-10 00:16:27","2026-09-10 00:17:37","2026-09-10 00:17:57","SYNTHETIC","VOY-012",9,"AGO-000066","2026-09-10 00:16:00","Y","WI-0000066","ORC-0000066","SYN0000066","SIMULATOR","2026-09-10 00:13:05","2026-09-10 00:13:08","2026-09-10 00:16:01","2026-09-10 00:16:06","TP-F1-S-66","TP-F1-E-66","TP-F2-S-66","TP-F2-E-66","TP-L1-S-66","TP-L1-E-66","TP-L2-S-66","TP-L2-E-66","PB-FREE-06","PB-FULL-06",9117.1,"2026-09-10 00:00:00"
"TAA-20260910-000067","2026-09-10",2,"W03","AGV","IMPORT","AGV-067","SIM","Simulation AGV","CNTR-0000067","AGO-G-09","20","FULL","N","N","20GP","","2026-09-10 00:13:12","2026-09-10 00:38:10","2026-09-10 00:13:12","2026-09-10 00:13:22","2026-09-10 00:23:38","2026-09-10 00:23:48","2026-09-10 00:16:41","2026-09-10 00:16:59","2026-09-10 00:18:16","2026-09-10 00:18:36","SYNTHETIC","VOY-013",10,"AGO-000067","2026-09-10 00:16:12","Y","WI-0000067","ORC-0000067","SYN0000067","SIMULATOR","2026-09-10 00:13:17","2026-09-10 00:13:20","2026-09-10 00:16:33","2026-09-10 00:16:38","TP-F1-S-67","TP-F1-E-67","TP-F2-S-67","TP-F2-E-67","TP-L1-S-67","TP-L1-E-67","TP-L2-S-67","TP-L2-E-67","PB-FREE-07","PB-FULL-07",8589.1,"2026-09-10 00:00:00"
"TAA-20260910-000068","2026-09-10",2,"W04","AGV","EXPORT","AGV-068","SIM","Simulation AGV","CNTR-0000068","AGO-G-10","40","FULL","N","N","40HQ","","2026-09-10 00:13:24","2026-09-10 00:37:48","2026-09-10 00:13:24","2026-09-10 00:13:34","2026-09-10 00:23:59","2026-09-10 00:24:09","2026-09-10 00:17:52","2026-09-10 00:18:10","2026-09-10 00:19:49","2026-09-10 00:20:09","SYNTHETIC","VOY-014",11,"AGO-000068","2026-09-10 00:16:24","Y","WI-0000068","ORC-0000068","SYN0000068","SIMULATOR","2026-09-10 00:13:29","2026-09-10 00:13:32","2026-09-10 00:17:44","2026-09-10 00:17:49","TP-F1-S-68","TP-F1-E-68","TP-F2-S-68","TP-F2-E-68","TP-L1-S-68","TP-L1-E-68","TP-L2-S-68","TP-L2-E-68","PB-FREE-08","PB-FULL-08",8498.6,"2026-09-10 00:00:00"
"TAA-20260910-000069","2026-09-10",2,"W05","AGV","IMPORT","AGV-069","SIM","Simulation AGV","CNTR-0000069","AGO-G-11","40","FULL","N","N","40HQ","","2026-09-10 00:13:36","2026-09-10 00:41:24","2026-09-10 00:13:36","2026-09-10 00:13:46","2026-09-10 00:27:06","2026-09-10 00:27:16","2026-09-10 00:18:05","2026-09-10 00:18:23","2026-09-10 00:20:02","2026-09-10 00:20:22","SYNTHETIC","VOY-015",12,"AGO-000069","2026-09-10 00:16:36","Y","WI-0000069","ORC-0000069","SYN0000069","SIMULATOR","2026-09-10 00:13:41","2026-09-10 00:13:44","2026-09-10 00:17:57","2026-09-10 00:18:02","TP-F1-S-69","TP-F1-E-69","TP-F2-S-69","TP-F2-E-69","TP-L1-S-69","TP-L1-E-69","TP-L2-S-69","TP-L2-E-69","PB-FREE-09","PB-FULL-09",9711.1,"2026-09-10 00:00:00"
"TAA-20260910-000070","2026-09-10",2,"W06","AGV","EXPORT","AGV-070","SIM","Simulation AGV","CNTR-0000070","AGO-G-12","20","FULL","N","N","20GP","","2026-09-10 00:13:48","2026-09-10 00:36:43","2026-09-10 00:13:48","2026-09-10 00:13:58","2026-09-10 00:23:06","2026-09-10 00:23:16","2026-09-10 00:16:21","2026-09-10 00:16:39","2026-09-10 00:17:36","2026-09-10 00:17:56","SYNTHETIC","VOY-016",13,"AGO-000070","2026-09-10 00:16:48","Y","WI-0000070","ORC-0000070","SYN0000070","SIMULATOR","2026-09-10 00:13:53","2026-09-10 00:13:56","2026-09-10 00:16:13","2026-09-10 00:16:18","TP-F1-S-70","TP-F1-E-70","TP-F2-S-70","TP-F2-E-70","TP-L1-S-70","TP-L1-E-70","TP-L2-S-70","TP-L2-E-70","PB-FREE-10","PB-FULL-10",7785,"2026-09-10 00:00:00"
"TAA-20260910-000071","2026-09-10",2,"W07","AGV","IMPORT","AGV-071","SIM","Simulation AGV","CNTR-0000071","AGO-G-13","40","FULL","N","N","40HQ","","2026-09-10 00:14:00","2026-09-10 00:36:08","2026-09-10 00:14:00","2026-09-10 00:14:10","2026-09-10 00:23:21","2026-09-10 00:23:31","2026-09-10 00:17:43","2026-09-10 00:18:01","2026-09-10 00:19:23","2026-09-10 00:19:43","SYNTHETIC","VOY-017",14,"AGO-000071","2026-09-10 00:17:00","Y","WI-0000071","ORC-0000071","SYN0000071","SIMULATOR","2026-09-10 00:14:05","2026-09-10 00:14:08","2026-09-10 00:17:35","2026-09-10 00:17:40","TP-F1-S-71","TP-F1-E-71","TP-F2-S-71","TP-F2-E-71","TP-L1-S-71","TP-L1-E-71","TP-L2-S-71","TP-L2-E-71","PB-FREE-11","PB-FULL-11",7631.1,"2026-09-10 00:00:00"
"TAA-20260910-000072","2026-09-10",2,"W08","AGV","EXPORT","AGV-072","SIM","Simulation AGV","CNTR-0000072","AGO-G-14","40","FULL","N","N","40HQ","","2026-09-10 00:14:12","2026-09-10 00:34:52","2026-09-10 00:14:12","2026-09-10 00:14:22","2026-09-10 00:23:00","2026-09-10 00:23:10","2026-09-10 00:18:39","2026-09-10 00:18:57","2026-09-10 00:20:35","2026-09-10 00:20:55","SYNTHETIC","VOY-018",15,"AGO-000072","2026-09-10 00:17:12","Y","WI-0000072","ORC-0000072","SYN0000072","SIMULATOR","2026-09-10 00:14:17","2026-09-10 00:14:20","2026-09-10 00:18:31","2026-09-10 00:18:36","TP-F1-S-72","TP-F1-E-72","TP-F2-S-72","TP-F2-E-72","TP-L1-S-72","TP-L1-E-72","TP-L2-S-72","TP-L2-E-72","PB-FREE-12","PB-FULL-12",7235.3,"2026-09-10 00:00:00"
"TAA-20260910-000073","2026-09-10",2,"W01","AGV","IMPORT","AGV-073","SIM","Simulation AGV","CNTR-0000073","AGO-G-15","20","FULL","N","N","20GP","","2026-09-10 00:14:24","2026-09-10 00:41:59","2026-09-10 00:14:24","2026-09-10 00:14:34","2026-09-10 00:28:07","2026-09-10 00:28:17","2026-09-10 00:17:58","2026-09-10 00:18:16","2026-09-10 00:19:35","2026-09-10 00:19:55","SYNTHETIC","VOY-001",4,"AGO-000073","2026-09-10 00:17:24","Y","WI-0000073","ORC-0000073","SYN0000073","SIMULATOR","2026-09-10 00:14:29","2026-09-10 00:14:32","2026-09-10 00:17:50","2026-09-10 00:17:55","TP-F1-S-73","TP-F1-E-73","TP-F2-S-73","TP-F2-E-73","TP-L1-S-73","TP-L1-E-73","TP-L2-S-73","TP-L2-E-73","PB-FREE-01","PB-FULL-01",9412,"2026-09-10 00:00:00"
"TAA-20260910-000074","2026-09-10",2,"W02","AGV","EXPORT","AGV-074","SIM","Simulation AGV","CNTR-0000074","AGO-G-16","40","FULL","N","N","40HQ","","2026-09-10 00:14:36","2026-09-10 00:37:24","2026-09-10 00:14:36","2026-09-10 00:14:46","2026-09-10 00:24:39","2026-09-10 00:24:49","2026-09-10 00:16:37","2026-09-10 00:16:55","2026-09-10 00:17:39","2026-09-10 00:17:59","SYNTHETIC","VOY-002",5,"AGO-000074","2026-09-10 00:17:36","Y","WI-0000074","ORC-0000074","SYN0000074","SIMULATOR","2026-09-10 00:14:41","2026-09-10 00:14:44","2026-09-10 00:16:29","2026-09-10 00:16:34","TP-F1-S-74","TP-F1-E-74","TP-F2-S-74","TP-F2-E-74","TP-L1-S-74","TP-L1-E-74","TP-L2-S-74","TP-L2-E-74","PB-FREE-02","PB-FULL-02",7704.2,"2026-09-10 00:00:00"
"TAA-20260910-000075","2026-09-10",2,"W03","AGV","IMPORT","AGV-075","SIM","Simulation AGV","CNTR-0000075","AGO-G-17","40","FULL","N","N","40HQ","","2026-09-10 00:14:48","2026-09-10 00:34:15","2026-09-10 00:14:48","2026-09-10 00:14:58","2026-09-10 00:22:33","2026-09-10 00:22:43","2026-09-10 00:16:15","2026-09-10 00:16:33","2026-09-10 00:17:05","2026-09-10 00:17:25","SYNTHETIC","VOY-003",6,"AGO-000075","2026-09-10 00:17:48","Y","WI-0000075","ORC-0000075","SYN0000075","SIMULATOR","2026-09-10 00:14:53","2026-09-10 00:14:56","2026-09-10 00:16:07","2026-09-10 00:16:12","TP-F1-S-75","TP-F1-E-75","TP-F2-S-75","TP-F2-E-75","TP-L1-S-75","TP-L1-E-75","TP-L2-S-75","TP-L2-E-75","PB-FREE-03","PB-FULL-03",6569.3,"2026-09-10 00:00:00"
"TAA-20260910-000076","2026-09-10",2,"W04","AGV","EXPORT","AGV-076","SIM","Simulation AGV","CNTR-0000076","AGO-G-18","20","FULL","N","N","20GP","","2026-09-10 00:15:00","2026-09-10 00:34:57","2026-09-10 00:15:00","2026-09-10 00:15:10","2026-09-10 00:23:23","2026-09-10 00:23:33","2026-09-10 00:17:33","2026-09-10 00:17:51","2026-09-10 00:18:48","2026-09-10 00:19:08","SYNTHETIC","VOY-004",7,"AGO-000076","2026-09-10 00:18:00","Y","WI-0000076","ORC-0000076","SYN0000076","SIMULATOR","2026-09-10 00:15:05","2026-09-10 00:15:08","2026-09-10 00:17:25","2026-09-10 00:17:30","TP-F1-S-76","TP-F1-E-76","TP-F2-S-76","TP-F2-E-76","TP-L1-S-76","TP-L1-E-76","TP-L2-S-76","TP-L2-E-76","PB-FREE-04","PB-FULL-04",6692.9,"2026-09-10 00:00:00"
"TAA-20260910-000077","2026-09-10",2,"W05","AGV","IMPORT","AGV-077","SIM","Simulation AGV","CNTR-0000077","AGO-G-19","40","FULL","N","N","40HQ","","2026-09-10 00:15:12","2026-09-10 00:43:31","2026-09-10 00:15:12","2026-09-10 00:15:22","2026-09-10 00:30:46","2026-09-10 00:30:56","2026-09-10 00:20:00","2026-09-10 00:20:18","2026-09-10 00:22:04","2026-09-10 00:22:24","SYNTHETIC","VOY-005",8,"AGO-000077","2026-09-10 00:18:12","Y","WI-0000077","ORC-0000077","SYN0000077","SIMULATOR","2026-09-10 00:15:17","2026-09-10 00:15:20","2026-09-10 00:19:52","2026-09-10 00:19:57","TP-F1-S-77","TP-F1-E-77","TP-F2-S-77","TP-F2-E-77","TP-L1-S-77","TP-L1-E-77","TP-L2-S-77","TP-L2-E-77","PB-FREE-05","PB-FULL-05",9750.2,"2026-09-10 00:00:00"
"TAA-20260910-000078","2026-09-10",2,"W06","AGV","EXPORT","AGV-078","SIM","Simulation AGV","CNTR-0000078","AGO-G-20","40","FULL","N","N","40HQ","","2026-09-10 00:15:24","2026-09-10 00:38:33","2026-09-10 00:15:24","2026-09-10 00:15:34","2026-09-10 00:27:06","2026-09-10 00:27:16","2026-09-10 00:18:55","2026-09-10 00:19:13","2026-09-10 00:20:31","2026-09-10 00:20:51","SYNTHETIC","VOY-006",9,"AGO-000078","2026-09-10 00:18:24","Y","WI-0000078","ORC-0000078","SYN0000078","SIMULATOR","2026-09-10 00:15:29","2026-09-10 00:15:32","2026-09-10 00:18:47","2026-09-10 00:18:52","TP-F1-S-78","TP-F1-E-78","TP-F2-S-78","TP-F2-E-78","TP-L1-S-78","TP-L1-E-78","TP-L2-S-78","TP-L2-E-78","PB-FREE-06","PB-FULL-06",7940.3,"2026-09-10 00:00:00"
"TAA-20260910-000079","2026-09-10",2,"W07","AGV","IMPORT","AGV-079","SIM","Simulation AGV","CNTR-0000079","AGO-G-21","20","FULL","N","N","20GP","","2026-09-10 00:15:36","2026-09-10 00:35:27","2026-09-10 00:15:36","2026-09-10 00:15:46","2026-09-10 00:24:30","2026-09-10 00:24:40","2026-09-10 00:18:02","2026-09-10 00:18:20","2026-09-10 00:19:14","2026-09-10 00:19:34","SYNTHETIC","VOY-007",10,"AGO-000079","2026-09-10 00:18:36","Y","WI-0000079","ORC-0000079","SYN0000079","SIMULATOR","2026-09-10 00:15:41","2026-09-10 00:15:44","2026-09-10 00:17:54","2026-09-10 00:17:59","TP-F1-S-79","TP-F1-E-79","TP-F2-S-79","TP-F2-E-79","TP-L1-S-79","TP-L1-E-79","TP-L2-S-79","TP-L2-E-79","PB-FREE-07","PB-FULL-07",6611.9,"2026-09-10 00:00:00"
"TAA-20260910-000080","2026-09-10",2,"W08","AGV","EXPORT","AGV-080","SIM","Simulation AGV","CNTR-0000080","AGO-G-22","40","FULL","N","N","40HQ","","2026-09-10 00:15:48","2026-09-10 00:34:08","2026-09-10 00:15:48","2026-09-10 00:15:58","2026-09-10 00:23:57","2026-09-10 00:24:07","2026-09-10 00:18:33","2026-09-10 00:18:51","2026-09-10 00:19:52","2026-09-10 00:20:12","SYNTHETIC","VOY-008",11,"AGO-000080","2026-09-10 00:18:48","Y","WI-0000080","ORC-0000080","SYN0000080","SIMULATOR","2026-09-10 00:15:53","2026-09-10 00:15:56","2026-09-10 00:18:25","2026-09-10 00:18:30","TP-F1-S-80","TP-F1-E-80","TP-F2-S-80","TP-F2-E-80","TP-L1-S-80","TP-L1-E-80","TP-L2-S-80","TP-L2-E-80","PB-FREE-08","PB-FULL-08",6150.8,"2026-09-10 00:00:00"
"TAA-20260910-000081","2026-09-10",2,"W01","AGV","IMPORT","AGV-081","SIM","Simulation AGV","CNTR-0000081","AGO-G-23","40","FULL","N","N","40HQ","","2026-09-10 00:16:00","2026-09-10 00:42:57","2026-09-10 00:16:00","2026-09-10 00:16:10","2026-09-10 00:31:53","2026-09-10 00:32:03","2026-09-10 00:22:17","2026-09-10 00:22:35","2026-09-10 00:24:54","2026-09-10 00:25:14","SYNTHETIC","VOY-009",12,"AGO-000081","2026-09-10 00:19:00","Y","WI-0000081","ORC-0000081","SYN0000081","SIMULATOR","2026-09-10 00:16:05","2026-09-10 00:16:08","2026-09-10 00:22:09","2026-09-10 00:22:14","TP-F1-S-81","TP-F1-E-81","TP-F2-S-81","TP-F2-E-81","TP-L1-S-81","TP-L1-E-81","TP-L2-S-81","TP-L2-E-81","PB-FREE-09","PB-FULL-09",9393.9,"2026-09-10 00:00:00"
"TAA-20260910-000082","2026-09-10",2,"W02","AGV","EXPORT","AGV-082","SIM","Simulation AGV","CNTR-0000082","AGO-G-24","20","FULL","N","N","20GP","","2026-09-10 00:16:12","2026-09-10 00:38:52","2026-09-10 00:16:12","2026-09-10 00:16:22","2026-09-10 00:28:25","2026-09-10 00:28:35","2026-09-10 00:20:55","2026-09-10 00:21:13","2026-09-10 00:22:58","2026-09-10 00:23:18","SYNTHETIC","VOY-010",13,"AGO-000082","2026-09-10 00:19:12","Y","WI-0000082","ORC-0000082","SYN0000082","SIMULATOR","2026-09-10 00:16:17","2026-09-10 00:16:20","2026-09-10 00:20:47","2026-09-10 00:20:52","TP-F1-S-82","TP-F1-E-82","TP-F2-S-82","TP-F2-E-82","TP-L1-S-82","TP-L1-E-82","TP-L2-S-82","TP-L2-E-82","PB-FREE-10","PB-FULL-10",7699.2,"2026-09-10 00:00:00"
"TAA-20260910-000083","2026-09-10",2,"W03","AGV","IMPORT","AGV-083","SIM","Simulation AGV","CNTR-0000083","AGO-G-25","40","FULL","N","N","40HQ","","2026-09-10 00:16:24","2026-09-10 00:36:02","2026-09-10 00:16:24","2026-09-10 00:16:34","2026-09-10 00:26:32","2026-09-10 00:26:42","2026-09-10 00:20:43","2026-09-10 00:21:01","2026-09-10 00:22:36","2026-09-10 00:22:56","SYNTHETIC","VOY-011",14,"AGO-000083","2026-09-10 00:19:24","Y","WI-0000083","ORC-0000083","SYN0000083","SIMULATOR","2026-09-10 00:16:29","2026-09-10 00:16:32","2026-09-10 00:20:35","2026-09-10 00:20:40","TP-F1-S-83","TP-F1-E-83","TP-F2-S-83","TP-F2-E-83","TP-L1-S-83","TP-L1-E-83","TP-L2-S-83","TP-L2-E-83","PB-FREE-11","PB-FULL-11",6663.1,"2026-09-10 00:00:00"
"TAA-20260910-000084","2026-09-10",2,"W04","AGV","EXPORT","AGV-084","SIM","Simulation AGV","CNTR-0000084","AGO-G-26","40","FULL","N","N","40HQ","","2026-09-10 00:16:36","2026-09-10 00:32:12","2026-09-10 00:16:36","2026-09-10 00:16:46","2026-09-10 00:23:46","2026-09-10 00:23:56","2026-09-10 00:19:51","2026-09-10 00:20:09","2026-09-10 00:21:21","2026-09-10 00:21:41","SYNTHETIC","VOY-012",15,"AGO-000084","2026-09-10 00:19:36","Y","WI-0000084","ORC-0000084","SYN0000084","SIMULATOR","2026-09-10 00:16:41","2026-09-10 00:16:44","2026-09-10 00:19:43","2026-09-10 00:19:48","TP-F1-S-84","TP-F1-E-84","TP-F2-S-84","TP-F2-E-84","TP-L1-S-84","TP-L1-E-84","TP-L2-S-84","TP-L2-E-84","PB-FREE-12","PB-FULL-12",5256.8,"2026-09-10 00:00:00"
"TAA-20260910-000085","2026-09-10",2,"W05","AGV","IMPORT","AGV-085","SIM","Simulation AGV","CNTR-0000085","AGO-G-27","20","FULL","N","N","20GP","","2026-09-10 00:16:48","2026-09-10 00:44:25","2026-09-10 00:16:48","2026-09-10 00:16:58","2026-09-10 00:33:36","2026-09-10 00:33:46","2026-09-10 00:22:36","2026-09-10 00:22:54","2026-09-10 00:25:03","2026-09-10 00:25:23","SYNTHETIC","VOY-013",4,"AGO-000085","2026-09-10 00:19:48","Y","WI-0000085","ORC-0000085","SYN0000085","SIMULATOR","2026-09-10 00:16:53","2026-09-10 00:16:56","2026-09-10 00:22:28","2026-09-10 00:22:33","TP-F1-S-85","TP-F1-E-85","TP-F2-S-85","TP-F2-E-85","TP-L1-S-85","TP-L1-E-85","TP-L2-S-85","TP-L2-E-85","PB-FREE-01","PB-FULL-01",9423.2,"2026-09-10 00:00:00"
